ga:productSku;ga:revenuePerItem
3105090;19.01
3109977;172.73
3111759;119.83
3113750;72.37
3114266;164.46
3120128;80.64
3121153;298.48
3122226;15.55
3122267;48.76
3122761;12.4
3122883;392.69
3125432;40.5
3126496;430.07
3128383;189.45
3128387;313.98
3128959;443.0
3128961;536.36
3129451;252.66
3130068;430.0
3130450;472.43
3130676;28.1
3130957;104.62
3131030;28.38
3131852;318.73
3131922;306.77
3133610;208.22
3133769;39.31
3133882;214.87
3133986;674.11
3134900;160.05
3135903;995.0
3136683;286.95
3137221;317.81
3140174;20.66
3140176;16.53
3140956;211.79
3142872;323.48
3144321;61.98
3144952;65.29
3153693;190.24
3160416;16.53
3160424;9.12
336952;231.64
338946;118.14
356023;236.97
356272;148.76
360193;230.61
360878;146.49
361413;19.75
364257;181.62
374570;8.01
374611;39.24
380017;73.2
384437;48.76
394365;223.14
396842;23.97
397311;28.93
397391;48.76
397434;73.55
397700;30.58
S080501_1500_30_EUR;2.94
S080501_500_30_EUR;0.98
